id,Zconservrepub,scicomp_i,GWRISK,NUKERISK
800,0.76947828,0.1563,1,1
801,0.51337514,1.1329,1,2
802,0.51337514,-1.0212,3,3
803,0.04450736,0.8611,5,2
804,0.3006105,-1.7496,,2
805,1.0255814,-0.2057,7,4
806,1.0255814,-0.1528,4,5
807,0.04450736,0.7044,3,5
808,0.04450736,0.5572,4,7
809,0.47003664,0.0068,4,5
810,1.7505523,0.9838,0,2
811,0.81281678,-0.1016,3,3
812,1.0255814,0.9145,3,2
813,0.51337514,-1.5572,1,2
814,0.3006105,0.2707,4,0
815,0.04450736,0.1164,6,6
816,1.2383461,0.5769,1,1
817,1.4944492,1.6378,1,2
818,0.04450736,-0.3184,5,5
819,1.0255814,-0.3766,6,7
820,0.51337514,-1.1253,0,5
821,0.3006105,1.6278,5,
822,0.98224292,0.1985,5,4
823,1.2816846,0.1284,1,2
824,0.51337514,-0.6432,3,5
825,0.55671364,-0.2301,2,3
826,0.04450736,1.9115,7,6
827,0.76947828,-0.4087,0,4
828,0.04450736,0.2793,3,5
829,0.04450736,-0.357,4,4
830,1.7505523,-0.9465,3,4
831,0.55671364,0.7076,2,4
832,0.55671364,0.6508,1,5
833,1.2816846,0.4603,1,1
834,0.55671364,-0.7403,7,5
835,0.04450736,1.3524,1,2
836,1.2816846,-0.0425,1,5
837,0.04450736,0.4001,2,3
838,0.3006105,0.0171,1,2
839,1.7505523,-0.5469,6,3
840,1.2816846,-0.2644,4,7
841,1.0255814,-1.3512,0,0
842,1.2383461,0.7323,0,3
843,1.7505523,-1.021,2,6
844,0.55671364,1.5255,7,4
845,0.3006105,0.9476,1,2
846,1.7505523,-1.7153,0,7
847,0.04450736,0.2006,5,7
848,1.7505523,1.1036,1,3
849,0.04450736,1.1856,5,3
850,1.7505523,0.3511,0,4
851,1.7505523,0.5878,0,1
852,0.55671364,0.5738,1,1
853,1.2816846,-1.6105,3,3
854,1.0255814,0.7,4,7
855,1.2816846,-0.7723,1,6
856,1.0255814,-1.3316,0,2
857,0.04450736,2.3422,5,1
858,0.04450736,-0.7825,5,7
859,0.3006105,0.0422,0,1
860,1.2816846,0.9476,0,2
861,1.4944492,0.4001,4,3
862,0.76947828,0.7612,0,4
863,0.04450736,0.8732,6,6
864,0.257272,0.6325,5,7
865,0.04450736,-0.871,4,0
866,1.0255814,-0.1725,0,5
867,0.3006105,-0.4149,7,7
868,0.51337514,0.2807,1,2
869,0.343949,-1.3755,1,6
870,0.04450736,-0.4722,6,6
871,0.81281678,1.0918,4,7
872,0.76947828,-1.3274,1,3
873,1.7505523,-0.005,1,3
874,1.7505523,-0.8549,1,3
875,0.04450736,0.2031,3,6
876,0.51337514,0.5085,7,5
877,0.04450736,-0.4955,7,4
878,1.2816846,1.6954,2,1
879,0.04450736,0.2222,5,4
880,1.0255814,1.6983,3,2
881,1.2383461,0.0576,3,4
882,-0.93656671,0.1313,5,5
883,-1.1926699,0.0718,7,3
884,-1.6615376,0.8931,6,4
885,-0.68046357,1.5788,6,7
886,-0.46769893,-0.45,4,7
887,-0.46769893,0.0316,3,5
888,-0.72380207,-1.0655,7,7
889,-1.6615376,0.4255,7,6
890,-1.1926699,-0.01,5,2
891,-1.1926699,0.2751,7,3
892,-0.68046357,0.9082,5,2
893,-0.21159579,1.6983,5,3
894,-0.21159579,-0.2028,5,5
895,-0.93656671,-0.3184,5,7
896,-0.21159579,-0.207,7,7
897,-0.21159579,1.19,7,5
898,0.00116886,-1.9966,3,3
899,-0.93656671,1.6983,7,3
900,-0.68046357,1.0868,4,2
901,0.00116886,-0.3853,6,4
902,-0.93656671,-2.1127,7,
903,0.04450736,-0.6802,5,7
904,-0.68046357,2.3422,7,4
905,-0.93656671,-0.1477,6,6
906,-0.21159579,-0.1929,3,3
907,-1.1926699,-0.6016,4,5
908,-0.72380207,-0.9688,7,6
909,-0.46769893,-1.0064,5,7
910,-1.1926699,0.4242,7,3
911,-1.6615376,1.3226,6,6
912,-0.25493429,-0.5212,5,7
913,0.00116886,-0.4973,6,6
914,-1.1926699,0.618,5,4
915,-0.72380207,0.0054,4,7
916,-1.6615376,1.273,7,4
917,-1.1926699,-0.9354,3,3
918,-1.6615376,-1.2165,2,0
919,-0.89322821,1.3021,7,6
920,-0.46769893,-0.2666,2,3
921,-0.46769893,-0.8006,3,5
922,-0.25493429,-0.1042,4,6
923,-0.72380207,-1.2498,5,5
924,-0.46769893,-0.4469,3,1
925,-0.68046357,0.5104,6,7
926,-0.68046357,-0.8497,6,7
927,-1.1926699,1.1379,2,6
928,-1.6615376,0.0075,5,5
929,-1.1926699,0.2488,4,7
930,-1.6615376,0.4473,7,6
931,-0.72380207,-1.419,3,3
932,-1.1926699,-0.015,3,6
933,-0.93656671,-0.8329,5,3
934,-0.72380207,-0.5821,4,7
935,-0.46769893,-0.1485,6,2
936,-0.68046357,0.5617,7,7
937,-0.46769893,0.0806,7,2
938,-0.46769893,0.3622,4,7
939,-0.72380207,0.1649,7,7
940,-0.72380207,0.0706,5,6
941,-1.6615376,-0.911,5,7
942,-0.68046357,1.1444,7,4
943,-0.42436043,-0.1586,6,7
944,-0.25493429,-1.5644,7,7
945,-1.6615376,0.2259,7,7
946,-0.46769893,0.4001,4,4
947,-0.46769893,-1.4976,7,7
948,-0.93656671,1.0587,6,5
949,-0.42436043,0.0899,7,7
950,-0.46769893,1.9115,0,4
951,-1.6615376,-1.021,7,3
952,-1.1926699,0.3157,0,4
953,-0.21159579,2.3422,6,2
954,-0.68046357,-1.1318,4,3
955,-0.68046357,-0.392,6,6
956,-0.25493429,0.8121,6,7
957,-1.1926699,-1.3896,7,6
958,-0.89322821,-0.538,5,5
959,-0.68046357,0.8611,6,2
960,-0.21159579,1.0002,5,5
961,-0.46769893,0.1064,7,7
962,-1.6615376,-0.0469,7,7
963,-0.72380207,-0.9985,5,4
964,-1.1926699,-1.7496,5,5
965,-0.72380207,-0.3472,7,6
966,-1.1926699,-0.4031,4,4
967,-1.1926699,-0.4313,5,6
968,-0.72380207,-1.3896,3,6
969,-0.72380207,0.0138,4,4
970,-1.6615376,1.1458,7,7
971,-1.6615376,0.1649,7,6
972,-0.68046357,-0.0425,7,2
973,-0.21159579,0.1164,5,7
974,-1.6615376,1.4543,6,6
975,-0.16825729,0.1677,4,5
976,-0.72380207,-1.8603,4,7
977,-0.72380207,-0.3341,7,7
978,-0.93656671,0.1393,4,4
979,-0.12491879,-0.2055,2,5
980,-1.1926699,1.3021,6,6
981,-0.93656671,-0.9493,6,7
982,-1.6615376,1.214,7,5
983,-1.1926699,0.5885,7,4
984,-1.6615376,-0.386,3,5
985,-0.46769893,0.2295,5,4
986,-1.6615376,0.8732,6,3
987,-0.93656671,1.9115,6,2
988,-1.1493314,0.6508,5,3
989,-1.1926699,-0.0165,6,4
990,-1.1926699,0.3535,5,3
991,-0.46769893,-0.2666,6,7
992,-0.68046357,-0.3609,6,7
993,-0.68046357,0.0793,7,7
994,-0.72380207,-1.1798,5,7
995,-1.1926699,-0.1529,7,4
996,-1.1926699,0.0385,5,4
997,-0.46769893,0.6754,5,5
998,-0.46769893,-0.4222,4,5
999,-1.6615376,-1.4617,7,1
1000,-0.46769893,-0.7446,6,7
1001,-0.93656671,0.9016,5,5
1002,-1.1926699,1.6537,5,4
1003,-1.6615376,2.3422,7,5
1004,-0.25493429,-0.8402,6,5
1005,-0.72380207,-0.2772,3,7
1006,-1.6615376,-0.592,7,7
1007,-0.72380207,-0.3472,7,3
1008,-0.46769893,-0.1234,5,4
1009,-1.1493314,-0.1763,6,6
1010,-0.42436043,1.2884,5,5
1011,-1.1926699,0.0429,7,6
1012,-0.72380207,-1.038,6,3
1013,-0.68046357,0.8111,5,3
1014,-1.1493314,0.8698,7,2
1015,-0.21159579,0.075,3,2
1016,-0.72380207,-0.6833,4,4
1017,-0.21159579,-0.2897,7,6
1018,0.00116886,-0.0075,6,6
1019,-0.25493429,0.0342,5,7
1020,-0.68046357,-1.3111,3,6
1021,-0.72380207,-1.741,5,6
1022,-1.1926699,0.4758,4,2
1023,-1.6615376,0.6621,2,4
1024,-0.93656671,0.1649,6,5
1025,-0.46769893,-2.092,,5
1026,-0.93656671,0.9945,6,4
1027,-1.1926699,1.2525,6,4
1028,-0.68046357,1.5335,7,5
1029,-0.72380207,-0.2043,5,4
1030,-1.1926699,-0.4881,6,6
1031,-1.4054345,1.3598,7,3
1032,-0.72380207,-0.538,7,2
1033,-0.72380207,-1.1432,5,5
1034,-0.46769893,-0.3116,,
1035,-0.72380207,-1.1289,1,4
1036,-0.42436043,0.0781,4,5
1037,-1.1926699,0.826,4,3
1038,-0.93656671,-1.2465,4,6
1039,-0.46769893,0.2652,3,5
1040,-0.93656671,1.1069,5,4
1041,-0.21159579,-1.2856,6,7
1042,-1.4054345,-1.1726,2,4
1043,-0.68046357,0.2744,6,2
1044,-1.6615376,1.0759,7,4
1045,-0.68046357,0.0057,4,7
1046,-0.25493429,-0.8028,1,4
1047,-1.6615376,-2.0839,,
1048,-1.6615376,-1.2559,6,7
1049,-1.6615376,0.0737,5,2
1050,-0.89322821,-1.6315,4,4
1051,-0.46769893,0.8862,4,4
1052,-1.6615376,1.0868,7,6
1053,-0.21159579,-0.0534,7,5
1054,-0.93656671,0.7602,7,3
1055,-0.72380207,0.553,7,3
1056,-1.1926699,-1.1234,7,7
1057,-1.1926699,0.6742,7,7
1058,-1.1926699,0.5383,7,5
1059,-0.21159579,1.9115,4,3
1060,0.00116886,0.4404,6,1
1061,-0.46769893,0.1124,,2
1062,-1.1926699,-0.4021,6,4
1063,-0.46769893,0.9954,6,6
1064,-1.1926699,0.0727,6,6
1065,-0.72380207,-0.6993,4,4
1066,-0.25493429,-0.6663,7,6
1067,-1.1926699,-0.5515,5,5
1068,-0.68046357,0.1851,5,6
1069,-1.6615376,1.9115,7,5
1070,-1.1493314,1.214,6,4
1071,-1.6615376,0.7959,7,2
1072,-1.1493314,2.3422,6,6
1073,-0.93656671,0.3925,5,4
1074,-0.46769893,0.1649,5,2
1075,-0.72380207,1.1458,7,3
1076,-1.6615376,-1.7761,5,3
1077,-0.46769893,0.6754,6,6
1078,-0.46769893,-0.3203,5,3
1079,-1.1926699,-0.2331,7,6
1080,-0.72380207,0.8603,6,4
1081,-0.68046357,-0.2126,2,7
1082,-0.42436043,-0.96,2,7
1083,-0.72380207,-1.4734,4,6
1084,-0.72380207,-0.6201,4,5
1085,-0.25493429,-0.8133,3,6
1086,-0.21159579,1.1696,6,4
1087,-0.25493429,-1.3896,2,7
1088,-1.1926699,-0.1719,7,5
1089,-0.72380207,1.4464,6,2
1090,-1.1926699,-0.9682,7,5
1091,-1.1926699,-0.3086,6,4
1092,-1.6615376,-1.3039,3,6
1093,-0.21159579,0.8128,4,2
1094,-0.25493429,-1.9966,4,1
1095,-1.1926699,-0.7605,4,4
1096,-0.25493429,-1.2024,3,7
1097,-1.6615376,1.4099,7,7
1098,-0.93656671,-0.8471,3,4
1099,-0.72380207,-0.2528,6,7
1100,-1.1926699,1.3719,7,1
1101,-0.68046357,2.3422,7,5
1102,-0.21159579,0.3121,7,5
1103,-0.93656671,0.4803,7,4
1104,-0.93656671,-0.4378,2,1
1105,-1.1926699,1.9115,7,1
1106,-0.21159579,1.861,5,1
1107,-0.93656671,0.5885,5,4
1108,-0.46769893,0.0391,4,4
1109,-0.21159579,-1.9966,6,4
1110,-1.1926699,-0.3472,7,5
1111,-1.6615376,-0.3472,7,6
1112,-0.46769893,-0.0733,1,6
1113,0.04450736,1.6217,7,6
1114,-0.21159579,0.3121,7,5
1115,-1.1926699,-0.1904,7,
1116,-0.68046357,1.0868,7,6
1117,-0.46769893,0.5298,7,7
1118,-1.1926699,1.3543,7,7
1119,-1.1926699,-1.4159,5,6
1120,-0.21159579,1.0626,5,7
1121,-0.93656671,0.3245,6,3
1122,-0.21159579,1.3021,5,6
1123,-0.68046357,0.2569,5,5
1124,-0.68046357,1.3494,7,6
1125,-1.1926699,-0.1763,5,6
1126,-0.93656671,-0.0851,5,7
1127,-1.6615376,-1.6171,5,7
1128,-0.46769893,-0.6702,3,6
1129,-1.1926699,-0.1837,6,4
1130,-0.25493429,-1.7364,6,7
1131,-0.25493429,-0.484,6,6
1132,-0.72380207,-0.5469,6,5
1133,-1.1926699,-0.3479,7,1
1134,-0.72380207,-0.6634,2,2
1135,-0.72380207,0.1927,7,5
1136,-0.21159579,0.4001,6,2
1137,-0.46769893,0.4761,3,4
1138,-0.46769893,1.1588,6,7
1139,-1.6615376,1.3021,7,7
1140,-1.1926699,0.839,7,3
1141,-0.93656671,1.1458,7,1
1142,-0.46769893,-0.7053,2,4
1143,-1.1926699,0.6692,5,5
1144,-1.1926699,0.1451,6,4
1145,-1.1926699,-0.4088,7,5
1146,-0.25493429,-1.2288,6,6
1147,-0.72380207,-1.6435,4,6
1148,-0.21159579,-0.9438,4,5
1149,-1.1926699,1.1974,4,7
1150,-0.21159579,0.1185,6,1
1151,-0.93656671,1.9115,7,4
1152,-0.21159579,0.6635,7,4
1153,-1.1926699,1.4543,7,6
1154,-0.93656671,0.2703,6,3
1155,-1.1926699,0.4001,6,6
1156,-0.42436043,-1.6853,5,4
1157,-0.72380207,-1.0283,7,7
1158,-1.1926699,1.3226,7,7
1159,-1.6615376,-0.7334,4,7
1160,-0.72380207,-1.1368,6,5
1161,-0.46769893,0.4709,5,6
1162,-0.72380207,-0.5327,7,7
1163,-0.89322821,0.9547,6,7
1164,-1.6615376,-0.1574,6,3
1165,-1.1926699,1.2884,2,2
1166,-0.68046357,-1.5927,6,5
1167,-1.1926699,0.1649,7,4
1168,-0.46769893,1.861,6,3
1169,-1.1926699,-1.741,,3
1170,-1.1926699,-0.4858,7,3
1171,-0.42436043,1.3443,7,4
1172,-0.89322821,-1.0905,6,7
1173,-0.68046357,1.3054,7,4
1174,-0.93656671,-0.6993,5,5
1175,0.00116886,-0.1792,5,7
1176,-0.68046357,-0.432,6,4
1177,-1.6615376,1.6537,7,6
1178,-1.6615376,-1.5644,0,1
1179,-0.93656671,0.6671,5,7
1180,-0.68046357,0.2006,7,4
1181,-0.93656671,-1.3973,4,5
1182,-1.6615376,-0.4203,6,3
1183,-0.25493429,-1.7153,5,4
1184,-1.1926699,0.7601,4,2
1185,-0.42436043,0.3966,4,5
1186,-0.21159579,1.5255,7,4
1187,-1.1926699,0.7933,6,2
1188,0.00116886,-0.4592,6,3
1189,-0.89322821,-0.5263,6,6
1190,-0.21159579,1.2525,5,6
1191,-1.6615376,-2.1089,,
1192,-0.21159579,-0.4915,6,5
1193,-1.1926699,-0.01,6,5
1194,-0.72380207,-0.4811,7,2
1195,-1.1926699,0.4014,6,5
1196,-1.6615376,-0.4196,7,7
1197,-1.6615376,0.4359,7,1
1198,-0.21159579,1.9989,5,1
1199,-0.72380207,-0.5786,5,5
1200,-0.89322821,1.1652,6,7
1201,-1.6615376,0.5907,6,6
1202,-0.25493429,-1.2655,1,0
1203,-1.6615376,1.5255,5,4
1204,-1.1926699,-1.2157,0,4
1205,0.04450736,-1.3497,4,6
1206,-0.25493429,-1.8346,3,7
1207,-0.21159579,-0.1904,6,5
1208,-0.42436043,-1.0813,5,
1209,-1.6615376,-1.7015,6,7
1210,-0.72380207,0.3511,6,
1211,-1.1926699,-0.3879,0,6
1212,-0.21159579,1.9115,4,2
1213,-1.1926699,1.5255,5,3
1214,-1.1926699,0.2794,5,5
1215,-1.6615376,0.828,6,2
1216,-0.72380207,-0.375,7,6
1217,-0.68046357,0.6219,6,4
1218,0.00116886,-0.2939,5,5
1219,-0.72380207,-0.2528,4,3
1220,-1.6615376,-0.6106,7,3
1221,-1.6615376,-0.3041,5,7
1222,-1.6615376,-1.1211,6,1
1223,-0.25493429,-1.6405,4,3
1224,-0.46769893,-0.0066,5,4
1225,-0.68046357,1.4141,6,2
1226,-0.72380207,-0.386,0,6
1227,-1.1926699,-0.7164,3,6
1228,-1.6615376,0.8685,6,7
1229,-0.93656671,-1.0508,4,6
1230,-0.72380207,-1.2559,7,7
1231,-0.72380207,-1.5779,7,6
1232,-0.21159579,0.8721,4,4
1233,-0.46769893,1.3021,7,2
1234,-1.4054345,0.6566,6,5
1235,-0.21159579,-0.2997,5,5
1236,-0.93656671,1.775,5,4
1237,-1.1926699,0.0762,7,3
1238,-1.6615376,1.1674,6,7
1239,0.00116886,-0.3544,5,5
1240,-0.46769893,-0.7223,7,7
1241,-1.6615376,0.5899,7,1
1242,-0.21159579,1.3524,7,3
1243,-0.68046357,1.197,3,1
1244,-0.42436043,0.4513,5,4
1245,-0.25493429,-1.7125,0,5
1246,-0.93656671,-0.5299,6,4
1247,-0.89322821,-1.2238,2,7
1248,-1.1926699,-0.3051,4,2
1249,-1.6615376,-0.8632,6,6
1250,-0.93656671,1.2938,6,4
1251,-0.68046357,1.0382,5,3
1252,-1.6615376,1.1458,6,6
1253,-1.1926699,1.0522,6,1
1254,-0.21159579,0.8712,6,4
1255,-1.1926699,1.5255,7,1
1256,-0.93656671,1.861,7,3
1257,-1.1493314,-0.1823,7,7
1258,-0.89322821,-1.6863,7,7
1259,-0.93656671,0.1393,6,7
1260,-0.72380207,1.0272,4,4
1261,-1.1926699,-0.8041,3,6
1262,-1.1926699,1.5255,7,4
1263,-1.1926699,-0.9905,3,5
1264,-0.93656671,-1.1241,4,4
1265,-0.21159579,-0.8664,4,3
1266,-0.72380207,-0.2719,5,4
1267,-0.46769893,0.2794,5,3
1268,-0.46769893,0.185,7,5
1269,-0.21159579,-0.3505,5,4
1270,-1.6615376,0.2794,7,5
1271,-1.1926699,1.1316,7,4
1272,-0.72380207,-0.5883,5,6
1273,0.00116886,-0.4365,4,6
1274,-0.46769893,-0.2362,4,6
1275,-0.21159579,2.1278,6,3
1276,-0.46769893,1.9989,4,3
1277,-0.72380207,0.0342,6,3
1278,-0.72380207,-0.168,7,4
1279,-1.6615376,1.6983,6,4
1280,-1.1926699,2.3422,7,2
1281,-1.1926699,-0.4536,6,7
1282,-0.93656671,-0.9824,5,7
1283,-0.89322821,-0.0687,6,7
1284,-0.72380207,-0.226,3,7
1285,-0.46769893,-0.4787,5,6
1286,-1.1926699,-0.8654,7,4
1287,-1.1926699,-0.7025,6,6
1288,-1.6615376,-0.0422,7,4
1289,-1.6615376,0.4407,5,7
1290,-0.25493429,-0.6598,7,7
1291,-0.68046357,1.8708,7,3
1292,-0.93656671,0.1649,7,7
1293,-0.68046357,0.5105,7,2
1294,-0.21159579,0.1643,5,3
1295,-0.46769893,-0.7856,7,7
1296,-1.1926699,1.2872,5,2
1297,-0.93656671,0.8935,7,5
1298,-1.6615376,-0.3149,6,3
1299,-1.6615376,-0.3253,7,6
1300,-0.46769893,1.0626,1,4
1301,-0.72380207,-0.8416,6,3
1302,0.00116886,-0.0601,7,7
1303,-0.68046357,-1.7015,3,6
1304,-1.1926699,0.1376,7,4
1305,-0.46769893,-0.9349,6,4
1306,-1.6615376,0.5565,7,4
1307,-0.93656671,0.143,5,7
1308,-0.42436043,0.5457,5,6
1309,-1.1926699,-0.3153,7,7
1310,-1.1926699,0.2707,7,6
1311,-0.72380207,-0.756,5,6
1312,-0.68046357,1.1525,7,2
1313,0.04450736,-0.561,2,3
1314,-1.6615376,-1.5319,6,3
1315,-1.6615376,-0.6046,7,5
1316,-1.1926699,0.4001,6,5
1317,-1.4054345,1.214,7,6
1318,-1.4054345,-0.5699,3,5
1319,-1.1926699,1.3021,5,3
1320,-0.93656671,1.6378,7,4
1321,-1.6615376,-0.2603,7,3
1322,-0.72380207,0.1964,4,7
1323,-0.21159579,1.4154,3,2
1324,-1.6615376,0.0283,6,7
1325,-1.6615376,-0.7121,7,7
1326,-0.46769893,1.5301,7,6
1327,-0.46769893,-0.757,3,
1328,-1.6615376,-0.9347,7,5
1329,-0.46769893,-0.1281,3,5
1330,-0.46769893,-1.6429,6,5
1331,-0.46769893,-0.6433,4,5
1332,-0.72380207,0.4001,5,3
1333,-1.6615376,-0.0165,7,6
1334,0.00116886,-0.6658,6,6
1335,-1.1926699,1.214,7,6
1336,-0.72380207,0.9902,5,6
1337,-1.6615376,0.502,6,3
1338,-0.93656671,0.2006,5,5
1339,-1.1926699,-1.0641,5,6
1340,-0.68046357,1.0096,7,7
1341,-1.6615376,-0.1895,7,7
1342,-0.46769893,1.1982,4,3
1343,-1.1926699,-0.9312,5,6
1344,-0.68046357,0.8111,4,7
1345,-1.1926699,0.8111,6,2
1346,-0.46769893,-0.0476,2,4
1347,-0.72380207,-0.8399,7,6
1348,-0.46769893,-0.9292,5,7
1349,-0.93656671,-0.5015,3,5
1350,-0.25493429,0.2031,7,7
1351,-0.21159579,1.2872,5,2
1352,-1.1926699,0.1032,7,7
1353,-1.6615376,0.8548,6,6
1354,-0.46769893,-0.9485,4,6
1355,-0.72380207,-0.6164,4,6
1356,-0.93656671,0.0988,6,4
1357,-0.72380207,-1.1971,4,7
1358,-1.1926699,-0.6106,1,2
1359,-0.72380207,1.6983,6,4
1360,-1.1926699,-0.8471,4,2
1361,-0.68046357,-1.1543,2,5
1362,-1.1926699,0.4779,7,6
1363,-1.6615376,-0.4748,5,4
1364,-0.21159579,0.6402,7,4
1365,-0.72380207,-1.8515,3,7
1366,-0.72380207,-1.0227,2,2
1367,0.00116886,-0.6802,3,2
1368,-0.21159579,-0.4229,5,5
1369,-0.93656671,-0.4471,7,6
1370,-1.1926699,-0.7085,7,7
1371,0.00116886,-1.2743,7,7
1372,-1.1926699,1.2371,7,5
1373,-1.6615376,0.3622,7,6
1374,-0.21159579,0.9159,7,5
1375,-0.42436043,-1.2717,7,3
1376,-0.46769893,0.9193,4,7
1377,-0.68046357,1.861,7,5
1378,-0.46769893,-0.6498,5,4
1379,-0.46769893,-0.3974,6,6
1380,-0.68046357,0.4343,7,7
1381,-1.1926699,0.2794,4,6
1382,-0.68046357,-1.4438,3,7
1383,-1.1926699,1.3252,5,3
1384,-0.93656671,-0.6029,4,7
1385,-0.72380207,-0.8724,2,5
1386,-1.6615376,-0.0261,6,5
1387,0.04450736,1.337,4,6
1388,-0.93656671,1.0671,6,5
1389,-1.4054345,1.861,6,7
1390,-1.6615376,-0.0837,7,7
1391,-0.21159579,-1.0811,3,4
1392,-1.6615376,1.5335,4,3
1393,0.00116886,-1.4237,7,7
1394,-0.68046357,1.3524,7,4
1395,-0.68046357,0.2488,5,4
1396,-0.12491879,-1.3195,2,6
1397,-0.21159579,0.756,7,4
1398,-1.1926699,1.6136,7,5
1399,-0.46769893,-0.8363,5,5
1400,-0.42436043,0.5885,7,2
1401,-0.21159579,0.6618,6,5
1402,-1.6615376,0.3286,6,4
1403,-0.72380207,0.5457,6,5
1404,-1.1926699,-0.0031,7,3
1405,-1.1493314,0.4001,5,5
1406,-0.72380207,-0.5056,4,5
1407,-1.6615376,0.4739,7,5
1408,-1.1926699,0.1966,6,3
1409,-0.72380207,-0.5086,6,5
1410,-0.72380207,-1.569,3,7
1411,-1.1926699,1.2872,7,1
1412,-1.1926699,-0.5912,3,5
1413,-0.46769893,0.2233,6,7
1414,-0.46769893,1.861,7,2
1415,-0.21159579,1.0163,7,3
1416,-0.93656671,-0.8133,6,7
1417,-1.6615376,1.4543,6,5
1418,-1.1926699,1.6983,6,6
1419,-0.72380207,0.1155,1,1
1420,-0.46769893,1.2522,3,4
1421,-0.72380207,-0.4378,3,5
1422,-0.93656671,1.0914,7,5
1423,-1.6615376,-0.1912,5,7
1424,-1.1926699,1.3524,7,2
1425,-0.21159579,0.3621,5,6
1426,-0.46769893,-0.0113,4,4
1427,-1.1926699,0.9159,5,3
1428,0.00116886,-0.3979,6,4
1429,-1.1926699,-0.5686,2,7
1430,-0.68046357,-0.258,6,6
1431,-0.68046357,-0.4695,5,2
1432,-0.93656671,-0.1042,3,7
1433,-1.6615376,0.6754,6,4
1434,-0.42436043,-0.8188,3,4
1435,-0.93656671,-0.2577,7,7
1436,-0.46769893,0.075,5,7
1437,-1.6615376,1.2346,7,5
1438,-0.21159579,-0.5461,6,5
1439,-1.6615376,-0.3908,6,5
1440,0.04450736,-0.6724,3,6
1441,0.00116886,-0.6804,6,4
1442,-1.1926699,0.2707,4,4
1443,-0.25493429,-1.1706,3,7
1444,-0.68046357,1.861,5,2
1445,-1.6615376,-0.4908,5,6
1446,-1.1926699,0.0511,6,7
1447,-0.93656671,-0.1946,7,5
1448,-0.72380207,-0.384,6,7
1449,-0.46769893,-0.1929,5,5
1450,-0.42436043,-0.8014,1,4
1451,-0.25493429,-0.2557,2,5
1452,-0.25493429,-0.8441,4,5
1453,-0.89322821,-1.8518,5,7
1454,-0.93656671,0.306,4,3
1455,-1.1926699,2.3422,6,3
1456,-0.21159579,0.5124,4,3
1457,-1.6615376,-1.2189,5,2
1458,-1.1926699,0.2793,7,7
1459,-1.1926699,-0.2414,6,5
1460,-0.46769893,-0.0662,5,7
1461,-1.6615376,-0.1256,7,6
1462,-1.1926699,1.0605,6,3
1463,-0.93656671,-0.1281,5,3
1464,-0.42436043,-1.0943,4,3
1465,0.04450736,-1.5727,3,5
1466,-0.46769893,0.9463,7,4
1467,-1.1926699,-0.1718,6,5
1468,-1.1926699,-0.0163,6,4
1469,-0.68046357,0.2006,5,3
1470,-0.72380207,-0.2426,4,5
1471,-0.93656671,-0.7309,6,7
1472,-0.72380207,-0.917,5,4
1473,-1.1493314,1.6331,7,4
1474,-0.72380207,-0.8306,2,7
1475,-0.93656671,-1.2667,3,5
1476,-0.46769893,-1.0959,5,0
1477,-0.72380207,1.9115,5,4
1478,-0.21159579,-0.3886,4,7
1479,-0.89322821,-1.0565,3,6
1480,-1.6615376,1.6983,7,5
1481,-0.21159579,-0.1417,5,2
1482,-0.21159579,0.0849,5,4
1483,0.00116886,-1.1328,5,6
1484,-0.72380207,-0.8843,5,7
1485,-0.68046357,0.6618,6,2
1486,-1.1926699,0.2741,7,1
1487,-1.1493314,1.1849,7,5
1488,-0.72380207,-0.5387,5,5
1489,-1.1926699,0.3615,6,5
1490,0.00116886,0.2769,6,3
1491,-1.6615376,1.214,7,6
1492,-1.1926699,0.1345,7,
1493,-1.1926699,1.3021,6,4
1494,-0.72380207,0.4001,7,6
1495,0.04450736,0.1124,5,4
1496,-1.6615376,-1.693,6,6
1497,-0.42436043,-0.4604,5,6
1498,-1.6615376,-0.6912,7,5
1499,-1.6615376,0.4001,4,4
1500,-0.46769893,-0.4035,6,4
1501,-1.1926699,-0.13,6,4
1502,-0.68046357,1.3054,6,2
1503,-0.72380207,-0.4476,4,3
1504,-0.68046357,-0.1477,6,5
1505,-0.21159579,-1.8603,1,3
1506,-0.72380207,0.2754,5,4
1507,-0.72380207,-0.1564,5,3
1508,-1.1926699,1.1784,5,4
1509,-1.1926699,-0.4251,7,5
1510,-1.6615376,1.423,5,4
1511,-0.46769893,-0.1867,6,
1512,-0.25493429,-1.7126,2,6
1513,-1.1926699,-0.0845,7,4
1514,-0.25493429,-0.8315,4,6
1515,-0.42436043,2.3422,6,2
1516,-0.21159579,1.1513,5,4
1517,-1.1926699,-0.9592,6,6
1518,-0.72380207,-0.2629,7,5
1519,-0.21159579,0.5483,7,4
1520,-1.1926699,-0.3531,3,7
1521,-1.4054345,-0.2744,4,4
1522,-1.6615376,0.8111,5,2
1523,-0.25493429,-0.8513,1,7
1524,-1.6615376,0.4149,,3
1525,-1.1926699,-0.0469,5,4
1526,-0.21159579,-0.2772,7,6
1527,-0.21159579,-0.1904,6,7
1528,0.04450736,1.5255,3,2
1529,-0.25493429,-0.9824,6,0
1530,-0.68046357,0.2829,4,4
1531,-0.46769893,-1.7565,5,2
1532,-1.1926699,-0.9292,4,7
1533,-1.6615376,0.4803,7,7
1534,-1.1926699,1.423,7,4
1535,-1.6615376,0.364,6,6
